Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
SpringStar,https://www.crunchbase.com/organization/springstar,Biotechnology,"Woodinville, Washington, United States",SpringStar developed the trap with the Centers for Disease Control,,1(800)769-1043,https://springstar.net/,For Profit,1,,"$1,500,000 ",8/9/16,Grant,"$1,500,000 ","Biotechnology, Science and Engineering",Private
Rqmicro,https://www.crunchbase.com/organization/rqmicro,"Biotechnology, Test and Measurement, Water","Zürich, Zurich, Switzerland",Rqmicro develops a pathogen separation and detection technology that delivers accurate results in less than 1 hour.,info@rqmicro.ch,41445205433,http://rqmicro.com,For Profit,2,Early Stage Venture,"€50,000",11/1/17,Grant,"€50,000","Biotechnology, Data and Analytics, Natural Resources, Science and Engineering",Private
BioCule,https://www.crunchbase.com/organization/biocule,"Biotechnology, Health Care, Health Diagnostics","Reykjavík, Gullbringusysla, Iceland",BioCule develops and sells instruments and consumables for the separation and quality analysis of complex nucleic acids samples.,,,http://www.biocule.com,For Profit,6,Seed,"ISK4,772,000",3/1/16,Grant,"ISK77,772,000","Biotechnology, Health Care, Science and Engineering",Private
MOgene,https://www.crunchbase.com/organization/mogene,"Biotechnology, Genetics","St Louis, Missouri, United States","MOgene is a provider of genomics services for academic, government, and industrial research groups and institutions.",info@mogene.com,636-448-4309,http://mogene.com,,1,,"$1,500,000 ",9/30/13,Grant,"$1,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
Arkyne Technologies,https://www.crunchbase.com/organization/arkyne-technologies,"Biotechnology, Energy, Renewable Energy, Telecommunications","Barcelona, Catalonia, Spain",Arkyne Technologies specializes in the innovation of renewable energies.,,,http://www.arkynetechnologies.com/,For Profit,1,,"€1,272,478",7/1/17,Grant,"€1,272,478","Biotechnology, Energy, Hardware, Science and Engineering, Sustainability",Private
Meiogenix,https://www.crunchbase.com/organization/meiogenix,"Biotechnology, Life Science, Pharmaceutical","Paris, Ile-de-France, France",Meiogenix is a biotechnology company developing breeding technologies.,info@meiogenix.com,,http://www.meiogenix.com,,2,Early Stage Venture,,4/25/16,Grant,"€1,200,000","Biotechnology, Health Care, Science and Engineering",Private
SagaMedica,https://www.crunchbase.com/organization/sagamedica,"Biotechnology, Health Care, Medical, Natural Resources","Reykjavík, Gullbringusysla, Iceland","SagaMedica offers herbal dietary supplements from pure, Icelandic nature.",info@sagamedica.com,(354)414-3070,https://www.sagamedica.com,For Profit,9,,"€50,000",8/1/17,Grant,"$874,138 ","Biotechnology, Health Care, Natural Resources, Science and Engineering, Sustainability",Private
iClinical Inc,https://www.crunchbase.com/organization/iclinical,"Biotechnology, Clinical Trials, Enterprise Software, Pharmaceutical","Sunnyvale, California, United States",AI powered data platform for clinical trials,sridhar@iclinical.co,(415)996-6860,http://iclinical.co/,For Profit,1,,"$20,000 ",7/19/14,Grant,"$20,000 ","Biotechnology, Health Care, Science and Engineering, Software",Private
Bioceros,https://www.crunchbase.com/organization/bioceros,Biotechnology,"Utrecht, Utrecht, The Netherlands",Bioceros provides services related to the preclinical development of monoclonal antibodies and generation protein-producing cell lines.,j.bia@bioceros.com,31 30 253 8955,http://www.bioceros.com,,2,M&A,"$2,300,000 ",1/21/11,Grant,"$2,300,000 ","Biotechnology, Science and Engineering",Private
Microvascular Therapeutics ,https://www.crunchbase.com/organization/microvascular-therapeutics,"Biotechnology, Medical","Tucson, Arizona, United States","A biotechnology company based in Tucson, Arizona .",,,http://mvtpharma.com/,,1,,"$1,600,000 ",4/16/18,Grant,"$1,600,000 ","Biotechnology, Health Care, Science and Engineering",Private
LIFNano Therapeutics,https://www.crunchbase.com/organization/lifnano-therapeutics,Biotechnology,"Cambridge, Cambridgeshire, United Kingdom","LIFNano Therapeutics specifically focused on targeted delivery of the biologic, Leukaemia Inhibitory Factor.",info@lifnano.com,,http://www.lifnano.com/,For Profit,2,,"£1,000,000",12/1/16,Grant,"£1,000,000","Biotechnology, Science and Engineering",Private
DiscoveryBioMed,https://www.crunchbase.com/organization/discoverybiomed,Biotechnology,"Birmingham, Alabama, United States","DiscoveryBioMed, Inc. (DBM) is a life sciences and biotechnology company,",info@discoverybiomed.com,(205) 918-8138,http://discoverybiomed.com,For Profit,1,,"$1,610,000 ",4/8/15,Grant,"$1,610,000 ","Biotechnology, Science and Engineering",Private
Alkeus Pharmaceuticals,https://www.crunchbase.com/organization/alkeus-pharmaceuticals,Biotechnology,"Boston, Massachusetts, United States","Alkeus Pharmaceuticals Inc., a Boston-based startup focused on treatments for serious ophthalmic conditions.",info@alkeus.com,,http://alkeus.com,For Profit,1,,"$100,000 ",10/24/11,Grant,"$100,000 ","Biotechnology, Science and Engineering",Private
Conversant Bio,https://www.crunchbase.com/organization/conversant-bio,Biotechnology,"Huntsville, Alabama, United States",Conversant Bio serves as a trusted partner to many of the top biotech and pharma groups.,info@conversantbio.com,+1 (256) 866-2798,http://www.conversantbio.com/,For Profit,1,,"$50,000 ",3/24/15,Grant,"$50,000 ","Biotechnology, Science and Engineering",Private
EDERNA,https://www.crunchbase.com/organization/ederna,"Biotechnology, Cosmetics, Health Care","France, Europe","EDERNA offers evapeos, an evaporation technology to make natural ingredients for the food/beverage, cosmetics, and pharmaceutical markets.",,+33 9 800 844 20,http://www.ederna.com,,2,,"€50,000",8/1/17,Grant,"€551,515","Biotechnology, Consumer Goods, Health Care, Science and Engineering",Private
VGTI Florida,https://www.crunchbase.com/organization/vgti-florida,"Biotechnology, Elderly, Therapeutics","Port Saint Lucie, Florida, United States","VGTI Florida is a research institute focused on boosting immunity of the elderly, and treating infectious diseases and cancer.",info@vgtifl.org,7723450614,http://vgtifl.org,,1,,"$3,600,000 ",7/15/13,Grant,"$3,600,000 ","Biotechnology, Health Care, Science and Engineering",Private
Critical Pharmaceuticals,https://www.crunchbase.com/organization/critical-pharmaceuticals,Biotechnology,"Nottingham, Nottingham, United Kingdom",Critical Pharmaceuticals develops drug delivery technologies for the sustained release and nasal delivery of proteins and small molecules.,info@criticalpharmaceuticals.com,44-(0)115-8820-100,http://www.criticalpharmaceuticals.com,,4,Late Stage Venture,"€50,000",1/5/15,Grant,"$3,740,020 ","Biotechnology, Science and Engineering",Private
SenzaGen AB,https://www.crunchbase.com/organization/senzagen-ab,"Biotechnology, Chemical, Medical","Lund, Skane Lan, Sweden",Senzagen offers animal-free testing of chemical compounds using genomics-based methodology for immunotoxicological assays.,amh@senzagen.com,46 4 62 22 92 56,http://www.senzagen.com/,For Profit,1,,"€2,421,800",3/1/17,Grant,"€2,421,800","Biotechnology, Health Care, Science and Engineering",Private
NovaTarg Therapeutics,https://www.crunchbase.com/organization/novatarg-therapeutics,Biotechnology,"Durham, North Carolina, United States","NovaTarg, a biotech company developing new treatments for cancer",,9194064367,http://www.novatarg.org/,For Profit,1,,"$3,200,000 ",9/29/15,Grant,"$3,200,000 ","Biotechnology, Science and Engineering",Private
Zedira GmbH,https://www.crunchbase.com/organization/zedira-gmbh,"Biotechnology, Medical, Pharmaceutical","Darmstadt, Hessen, Germany",Zedira's specialty reagents for R+D purposes support researchers in academia and industry,zedi@zedira.com,49 6151 3251-00,http://zedira.com/,,2,Seed,"€1,500,000",11/30/16,Grant,"€1,500,000","Biotechnology, Health Care, Science and Engineering",Private
Onalabs Healthcare,https://www.crunchbase.com/organization/onalabs-healthcare-inno-hub,"Biotechnology, Health Care, Health Diagnostics, Life Science, Medical, Medical Device, Pharmaceutical","Barcelona, Catalonia, Spain",Onalabs is the first non-invasive monitoring solution measuring any chemical parameters present in sweat using miniaturized biosensors.,,,https://www.onalabs.com/,For Profit,2,,"€50,000",12/1/17,Grant,"€100,000","Biotechnology, Health Care, Science and Engineering",Private
SymCel,https://www.crunchbase.com/organization/symcel,"Biotechnology, Health Care, Medical","Spånga, Skane Lan, Sweden",SymCel develops and markets analytical instrumentations that fulfill an unmet need for cell biological research and development,info@symcel.se,4.6085E+11,http://symcel.se/,For Profit,2,,"€3,572,000",11/21/17,Grant,"€3,622,000","Biotechnology, Health Care, Science and Engineering",Private
Denator,https://www.crunchbase.com/organization/denator,Biotechnology,"Gothenburg, Vastra Gotaland, Sweden",Denator develops and markets products that stabilize biological tissues and fluids from the moment of sampling.,info@aspectechnologies.com,46707918335,http://www.denator.com,For Profit,5,Late Stage Venture,"€50,000",7/1/15,Grant,"$8,381,092 ","Biotechnology, Science and Engineering",Private
OyaGen,https://www.crunchbase.com/organization/oyagen,"Biotechnology, Genetics","Rochester, New York, United States",OyaGen is a biotechnology company developing novel pharmaceutical therapies that seek to exploit RNA- and DNA-editing enzymes.,,5852756007,http://www.oyageninc.com,,4,Early Stage Venture,"$150,000 ",9/16/13,Grant,"$5,922,024 ","Biotechnology, Health Care, Science and Engineering",Private
Cytocybernetics,https://www.crunchbase.com/organization/cytocybernetics,Biotechnology,"Buffalo, New York, United States",Cytocybernetics is a Biotechnology which specializes in cellular electrophysiology,, 1-855-351-6285,http://cytocybernetics.com,,2,Seed,"$1,500,000 ",1/18/18,Grant,"$1,500,000 ","Biotechnology, Science and Engineering",Private
Lumobiotics,https://www.crunchbase.com/organization/lumobiotics,Biotechnology,"Karlsruhe, Baden-Wurttemberg, Germany",Developing anti-cancer & anti-microbial photocontrollable peptidic therapies,,,http://lumobiotics.com,For Profit,2,,"€688,500",7/14/15,Grant,"€5,688,500","Biotechnology, Science and Engineering",Private
Okapi Sciences,https://www.crunchbase.com/organization/okapi-sciences,Biotechnology,"Heverlee, Vlaams-Brabant, Belgium","Okapi Sciences NV, a Belgium-based company with a proprietary pet therapeutics antiviral platform and five clinical/development stage",,32 1 629 97 26,http://okapi-sciences.com,,4,M&A,,7/2/13,Grant,"€8,500,000","Biotechnology, Science and Engineering",Private
SDS Optic,https://www.crunchbase.com/organization/sds-optic,"Biotechnology, Medical, Medical Device","Lublin, Lubelskie, Poland",SDS Optic specializes in pre-assembling of hermetic and standard photoelectronics components.,,,http://sdsoptic.pl/,For Profit,1,,"€3,985,000",12/1/17,Grant,"€3,985,000","Biotechnology, Health Care, Science and Engineering",Private
Holiferm,https://www.crunchbase.com/organization/holiferm,"Biotechnology, Industrial, Industrial Engineering, Pharmaceutical","Manchester, Manchester, United Kingdom",Holiferm,,,,,1,,"£10,000",5/24/18,Grant,"£10,000","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
AvantiCell Science,https://www.crunchbase.com/organization/avanticell-science,"Biotechnology, Health Care, Medical","Ayr, South Ayrshire, United Kingdom","AvantiCell Science supplies cell-based products and services for pharmaceutical, agri-biotechnology, and healthcare industries.",info@avanticell.com,4.41293E+11,http://www.avanticell.com/,,2,,"€1,262,560",11/1/15,Grant,"€1,312,560","Biotechnology, Health Care, Science and Engineering",Private
Thermosome,https://www.crunchbase.com/organization/thermosome,"Biopharma, Biotechnology, Medical","Munich, Bayern, Germany","Thermosome is developing drug candidates leveraging its proprietary drug delivery technology,",info@thermosome.com,4.98972E+12,http://www.thermosome.com/,For Profit,2,Seed,"€2,700,000",4/6/16,Grant,"€4,600,000","Biotechnology, Health Care, Science and Engineering",Private
Omega Algae,https://www.crunchbase.com/organization/omega-algae,Biotechnology,"Hveragerði, Arnessysla, Iceland",Omega Algae is a producer of specific Algae to supply omega 3 rich oil and proteins.,info@omegaalgae.is,,http://www.omegaalgae.is,For Profit,2,,"ISK7,000,000",3/1/15,Grant,"ISK14,000,000","Biotechnology, Science and Engineering",Private
TheraSource,https://www.crunchbase.com/organization/therasource,"Biotechnology, Health Care, Medical Device","Manhasset, New York, United States",TheraSource is a growing biotech company,Info@therasourcellc.com,(516)562-1370,http://therasourceinc.com,For Profit,1,,"$3,000,000 ",5/14/16,Grant,"$3,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
InvivoSciences,https://www.crunchbase.com/organization/invivosciences,"Biotechnology, Life Science, Pharmaceutical","Madison, Wisconsin, United States",We provide phenotypic compound screening services for first-in-class drug discovery and drug repositioning,aannac@invivosciences.com,8889582042,http://invivosciences.com/,For Profit,1,,"$700,000 ",10/21/15,Grant,"$700,000 ","Biotechnology, Health Care, Science and Engineering",Private
Seattle Biomedical Research Institute,https://www.crunchbase.com/organization/seattle-biomedical-research-institute,"Biotechnology, Health Care, Medical","Seattle, Washington, United States",Seattle Biomedical Research Institute innovates treatments for infectious diseases.,connect@seattlebiomed.org,+1 (206) 256-7200,http://seattlebiomed.org,,2,,"$10,000,000 ",3/10/14,Grant,"$26,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
