Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Agilis Biotherapeutics,https://www.crunchbase.com/organization/agilis-biotherapeutics,"Biotechnology, Health Care, Therapeutics","New York, New York, United States",Agilis Biotherapeutics is focused on designing and engineering DNA-based therapeutics for life-threatening or fatal rare diseases.,info@agilisbio.com,214-706-4340,http://www.agilisbio.com,,1,Early Stage Venture,"$8,000,000 ",1/1/14,Series A,"$8,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Echo,https://www.crunchbase.com/organization/echo-laboratories,Biotechnology,"San Diego, California, United States",Echo Laboratories is a startup microscope maker,info@echo-labs.com,(858)429-9565,http://discover-echo.com/,For Profit,2,Early Stage Venture,"$7,500,000 ",3/30/17,Series A,"$9,500,000 ","Biotechnology, Science and Engineering",Private
Thermalin Diabetes,https://www.crunchbase.com/organization/thermalin-diabetes,"Biotechnology, Health Care, Life Science, Medical","Cleveland, Ohio, United States",Thermalin develops product profiles that will improve insulin therapy for specific classes of patients and enable new delivery technologies.,,6179280523,http://www.thermalin.com,,6,Early Stage Venture,"$17,500,000 ",9/28/17,Series A,"$34,117,094 ","Biotechnology, Health Care, Science and Engineering",Private
TAI Diagnostics,https://www.crunchbase.com/organization/tai-diagnostics,"Biotechnology, Health Care, Health Diagnostics","Wauwatosa, Wisconsin, United States",TAI Diagnostics Inc is a Biotechnology Company focused on providing a non-invasive and highly sensitive diagnostic test.,info@taidiagnostics.com,(414) 831-9970,http://www.taidiagnostics.com,For Profit,3,Early Stage Venture,"$10,000,000 ",1/8/18,Series A,"$24,225,000 ","Biotechnology, Health Care, Science and Engineering",Private
BioLumic,https://www.crunchbase.com/organization/biolumic,Biotechnology,"Palmerston North, Wellington, New Zealand",BioLumic UV Treatment Systems are developed in conjunction with growers for growers.,jason@biolumic.com,,http://www.biolumic.com,,2,Early Stage Venture,"$5,000,000 ",3/1/18,Series A,"$6,457,579 ","Biotechnology, Science and Engineering",Private
Rodeo Therapeutics,https://www.crunchbase.com/organization/rodeo-therapeutics,Biotechnology,"Seattle, Washington, United States",Development of a new class of small molecule therapies that promotes tissue repair and regeneration.,info@rodeotherapeutics.com,(206)957-7300,http://rodeotherapeutics.com/,For Profit,1,Early Stage Venture,"$5,900,000 ",7/25/17,Series A,"$5,900,000 ","Biotechnology, Science and Engineering",Private
Armune BioScience,https://www.crunchbase.com/organization/armune-bioscience,"Biotechnology, Health Diagnostics, Medical Device","Kalamazoo, Michigan, United States","Armune BioScience develops and commercializes molecular diagnostic and prognostic tests for prostate, lung and breast cancers.",elthomssen@armune.com,(844)427-6863,http://www.armune.com,For Profit,6,M&A,"$5,000,000 ",9/7/16,Series A,"$11,049,999 ","Biotechnology, Health Care, Science and Engineering",Private
BlueDot,https://www.crunchbase.com/organization/bluedot,Biotechnology,"Toronto, Ontario, Canada",BlueDot we integrate expertise in clinical medicine and public health with big data analytics and visualization to help decision.,info@bluedot.global,,http://bluedot.global/,For Profit,1,Early Stage Venture,"$2,500,000 ",1/13/15,Series A,"$2,500,000 ","Biotechnology, Science and Engineering",Private
Lightpoint Medical,https://www.crunchbase.com/organization/lightpoint-medical,"Biotechnology, Medical, Medical Device","Chesham, Buckinghamshire, United Kingdom","Lightpoint Medical, a medical device company, develops intra-operative imaging technology that can detect cancer during surgery.",info@lightpointmedical.com,+44 (0)1494 917 697,http://www.lightpointmedical.com,For Profit,8,Early Stage Venture,"£3,200,000",1/15/17,Series A,"$18,942,712 ","Biotechnology, Health Care, Science and Engineering",Private
Fortis Therapeutics,https://www.crunchbase.com/organization/fortis-therapeutics,"Biotechnology, Therapeutics","La Jolla, California, United States",Fortis Therapeutics comes up with innovative solutions to help with business problems.,,,http://www.coipharma.com/portfolio/.,For Profit,1,Early Stage Venture,"$18,000,000 ",9/27/16,Series A,"$18,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Immunic AG,https://www.crunchbase.com/organization/immunic-ag,"Biotechnology, Life Science, Medical, Therapeutics","Martinsried, Bayern, Germany",Immunic is the specialist for selective oral drugs in immunology. We deliver clinical proof-of-concept for best-in-class therapies.,info@immunic.de,49897007630,http://www.immunic.de/,For Profit,3,Early Stage Venture,"€10,000,000",9/5/17,Series A,"€31,500,000","Biotechnology, Health Care, Science and Engineering",Private
Flodesign Sonics,https://www.crunchbase.com/organization/flodesign-sonics,"Biotechnology, Chemical, Life Science, Manufacturing","Wilbraham, Massachusetts, United States",Acoustic separation and filtration,Info@FDsonics.com,4135965355,http://www.fdsonics.com,,3,Early Stage Venture,,1/11/18,Series A,"$10,598,871 ","Biotechnology, Manufacturing, Science and Engineering",Private
OnKure,https://www.crunchbase.com/organization/onkure,"Biotechnology, Life Science, Therapeutics","Longmont, Colorado, United States","OnKure is a biotechnology company commercializing a new cancer therapy based on novel, less toxic kinase inhibitor drugs.",,,http://onkuretherapeutics.com/,,3,Early Stage Venture,"$7,000,000 ",5/2/18,Series A,"$8,094,705 ","Biotechnology, Health Care, Science and Engineering",Private
Standigm,https://www.crunchbase.com/organization/standigm,"Artificial Intelligence, Biotechnology, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",Standigm applies cutting-edge AI technologies to drug discovery and development. ,business@standigm.com,82-2-501-8118,http://www.standigm.com,For Profit,3,Early Stage Venture,"$3,000,000 ",8/1/16,Series A,"$3,690,000 ","Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",Private
OncoDNA,https://www.crunchbase.com/organization/oncodna,Biotechnology,"Gosselies, Hainaut, Belgium",OncoDNA is a company specialized in precision medicine for the treatment of cancer.,infos@oncodna.com,3271347899,http://www.oncodna.com/,For Profit,1,Early Stage Venture,"€7,700,000",9/2/16,Series A,"€7,700,000","Biotechnology, Science and Engineering",Private
ArmaGen Technologies,https://www.crunchbase.com/organization/armagen-technologies,"Biotechnology, Health Care, Medical","Santa Monica, California, United States",ArmaGen is focused on developing technologies for siRNA delivery across the blood-brain barrier.,contact@armagen.com,8182528214,http://www.armagen.com,,2,Early Stage Venture,"$17,000,000 ",11/29/12,Series A,"$25,492,899 ","Biotechnology, Health Care, Science and Engineering",Private
Quartet Medicine,https://www.crunchbase.com/organization/quartet-medicine-,"Biotechnology, Genetics, Health Care, Medical","Cambridge, Cambridgeshire, United Kingdom",Quartet Medicine is discovering and developing novel treatments,info@quartetmedicine.com,(617) 639-1780,http://quartetmedicine.com,For Profit,2,Early Stage Venture,"$6,000,000 ",10/7/15,Series A,"$23,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
enEvolv,https://www.crunchbase.com/organization/enevolv,"Biotechnology, Genetics","Boston, Massachusetts, United States","enEvolv designs and develops microorganisms to produce chemicals, enzymes, and small molecules.",bd@enevolv.com,6178459010,http://enevolv.com,,1,Early Stage Venture,"$1,794,845 ",3/13/14,Series A,"$1,794,845 ","Biotechnology, Health Care, Science and Engineering",Private
Ayala Pharmaceuticals,https://www.crunchbase.com/organization/ayala-pharmaceuticals,"Biotechnology, Pharmaceutical","Rehovot, HaMerkaz, Israel",Ayala Pharmaceuticals a clinical-stage biopharmaceutical company.,info@ayalapharma.com,,https://www.ayalapharma.com/,,1,Early Stage Venture,"$17,000,000 ",4/10/18,Series A,"$17,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Sapience Therapeutics,https://www.crunchbase.com/organization/sapience-therapeutics,Biotechnology,"Scarsdale, New York, United States",Sapience Therapeutics is a preclinical-stage biotechnology company focused on advancing novel therapeutics for major unmet medical needs,,,http://www.sapiencetherapeutics.com/,For Profit,1,Early Stage Venture,"$22,500,000 ",7/12/16,Series A,"$22,500,000 ","Biotechnology, Science and Engineering",Private
Arkis BioSciences,https://www.crunchbase.com/organization/arkis-biosciences,"Biotechnology, Health Care, Health Diagnostics, Medical Device","Knoxville, Tennessee, United States",Arkis BioSciences® is a medical device company providing minimally invasive surgical instrumentation and advanced implantable technology.,info@arkisbiosciences.com,(844)247-5383,http://www.arkisbiosciences.com/,For Profit,6,Early Stage Venture,"$3,000,000 ",1/12/18,Series A,"$8,791,000 ","Biotechnology, Health Care, Science and Engineering",Private
Aquaro Histology,https://www.crunchbase.com/organization/aquaro-biosystems,"Biotechnology, Developer Platform, Health Diagnostics","Ann Arbor, Michigan, United States","We provide solutions that improve workflow efficiency, section quality, and consistency in the histology laboratory.",,,http://aquarobio.com/,For Profit,1,Early Stage Venture,"$9,800,000 ",11/2/17,Series A,"$9,800,000 ","Biotechnology, Health Care, Science and Engineering, Software",Private
Apogen Biotechnologies,https://www.crunchbase.com/organization/apogen-biotechnologies,"Biotechnology, Health Care, Pharmaceutical","Seattle, Washington, United States","ApoGen Biotechnologies, Inc. is a biotechnology company focused on the development of a new class of therapeutics.",info@apogenbiotech.com,(206)957-7300,http://www.apogenbiotech.com/,For Profit,1,Early Stage Venture,"$7,000,000 ",12/12/16,Series A,"$7,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Middle Peak Medical,https://www.crunchbase.com/organization/middle-peak-medical,"Biotechnology, Health Diagnostics, Pharmaceutical","Palo Alto, California, United States",Middle Peak Medical develops and commercializes a novel technology to treat mitral valve disease.,info@middlepeakmedical.com,6508007778,http://middlepeakmedical.com,,2,Early Stage Venture,"$3,000,000 ",10/28/13,Series A,"$11,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
SOM Biotech,https://www.crunchbase.com/organization/som-biotech,"Biotechnology, Health Care, Medical, Pharmaceutical","Barcelona, Catalonia, Spain",Drug Repurposing Company focused on neurological rare diseases.,info@sombiotech.com,34 93 402 01 50,http://www.sombiotech.com/,For Profit,2,Early Stage Venture,"€2,000,000",2/2/17,Series A,"€27,000,000","Biotechnology, Health Care, Science and Engineering",Private
Molcure,https://www.crunchbase.com/organization/molcure,"Biopharma, Biotechnology, Health Care","Tokyo, Tokyo, Japan","A high-speed, high-quality, high-variation antibody screening & design system combining biology, automation and bioinformatics",,,http://molcure.com,For Profit,5,Early Stage Venture,"¥200,000,000",9/27/14,Series A,"$2,028,787 ","Biotechnology, Health Care, Science and Engineering",Private
Vitruvias Therapeutics,https://www.crunchbase.com/organization/vitruvias-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Montgomery, Alabama, United States",Vitruvias Therapeutics focuses on developing niche topical generic products that are sold only by prescription.,carl@vitruvias.com,334-669-4098,http://vitruvias.com,,3,Early Stage Venture,"$11,500,000 ",1/5/18,Series A,"$12,450,000 ","Biotechnology, Health Care, Science and Engineering",Private
Advantagene,https://www.crunchbase.com/organization/advantagene,"Biotechnology, Genetics, Health Care, Medical","Auburndale, Massachusetts, United States","Advantagene, a biotechnology company, develops and commercializes cancer immunotherapy drugs.",Info@advantagene.com,(617)916-5445,http://www.advantagene.com,For Profit,3,Early Stage Venture,"$14,000,000 ",9/12/16,Series A,"$16,700,000 ","Biotechnology, Health Care, Science and Engineering",Private
Syndesi Therapeutics ,https://www.crunchbase.com/organization/syndesi-therapeutics,"Biotechnology, Health Care","Louvain-la-neuve, Vlaams-Brabant, Belgium",Syndesi Therapeutics is a belgium based developing molecules and biotech company.,info@syndesitherapeutics.com,+32 10 280 238,https://www.syndesitherapeutics.com/,,1,Early Stage Venture,"€17,000,000",2/1/18,Series A,"€17,000,000","Biotechnology, Health Care, Science and Engineering",Private
Immunome,https://www.crunchbase.com/organization/immunome,"Biopharma, Biotechnology, Pharmaceutical","Philadelphia, Pennsylvania, United States",Immunome is a biopharmaceutical company that uses its human antibody platform to develop therapies for infections.,i-info@immunomeinc.com,(484) 476-1396,http://immunomeinc.com,For Profit,13,Early Stage Venture,,5/5/17,Series A,"$15,474,487 ","Biotechnology, Health Care, Science and Engineering",Private
Imago BioSciences,https://www.crunchbase.com/organization/imago-biosciences,"Biotechnology, Life Science, Medical","San Carlos, California, United States",We are a company dedicated to translating state-of-the art science into novel medicines for the treatment of diseases,info@imagobio.com,(415) 529-5055,http://imagobio.com/,For Profit,1,Early Stage Venture,"$26,500,000 ",10/31/14,Series A,"$26,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
